exp_id,exp_name,investigators,researchers,attachments,n_fcs_files_total,n_fcs_files_parse
FR-FCM-ZYBP,OMIP-043: Identification of Human Antibody Secreting subsets,Jeff Carrell,Jeff Carrell,"new(""attachmentProxy"", description = ""FlowJo workspace for primary OMIP example data"", name = ""04-Aug-2017_OMIP.wsp"", url = ""https://flowrepository.org/experiments/1401/attachments/2647/download"", size = 2309445, md5sum = ""67a06e80ec9eadbef605baf1a9ce5d35"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo workspace for fcs collected 20Jul17 (alternate)"", name = ""20170721_WorkspaceCytoTitr.jo"", url = ""https://flowrepository.org/experiments/1401/attachments/2648/download"", size = 358959, md5sum = ""180b56a5aa2fe1a736d553f63cf180bd"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo workspace for fcs collected 20Jul17 (alternate)"", name = ""20170802_Workspace_IgG_FITC.jo"", url = ""https://flowrepository.org/experiments/1401/attachments/2649/download"", size = 152625, md5sum = ""cb572378d24481880eb0b6494977807d"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo workspace for fcs collected 20Jul17"", name = ""20170829_Workspace_titr.jo"", url = ""https://flowrepository.org/experiments/1401/attachments/2650/download"", size = 641825, md5sum = ""fc565af1dce664be512432f83337db1d"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo workspace for fcs collected 08Sep17"", name = ""20170912_Workspace.jo"", url = ""https://flowrepository.org/experiments/1401/attachments/2651/download"", size = 243085, md5sum = ""bfb34161fa93e57c0234221a12b3226a"", localpath = NULL)|new(""attachmentProxy"", description = ""FlowJo workspace for fcs collected 08Sep17"", name = ""20170912-1_Workspace_cct.jo"", url = ""https://flowrepository.org/experiments/1401/attachments/2652/download"", size = 60063, md5sum = ""77d330db7d9610f0c2f244027b5e5de6"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Panel_clone_fluors.pictClipping"", url = ""https://flowrepository.org/experiments/1401/attachments/2653/download"", size = 0, md5sum = ""d41d8cd98f00b204e9800998ecf8427e"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Fortessa_config.pictClipping"", url = ""https://flowrepository.org/experiments/1401/attachments/2654/download"", size = 0, md5sum = ""d41d8cd98f00b204e9800998ecf8427e"", localpath = NULL)",233,30
FR-FCM-ZYBR,Evenness_SynC,Nico Boon,Ruben Props,"new(""attachmentProxy"", description = NULL, name = ""metadata.csv"", url = ""https://flowrepository.org/experiments/1403/attachments/2656/download"", size = 255520, md5sum = ""9a1d7657794dce8816f47c124280cb60"", localpath = NULL)",2000,30
FR-FCM-ZYBS,DAFi_LJI_24,Max Qian,Max Qian,NA,24,24
FR-FCM-ZYBT,DAFI_LJI_TB12,Max Qian,Max Qian,NA,12,12
FR-FCM-ZYBU,DAFi_LJI_132,Max Qian,Max Qian,NA,131,30
FR-FCM-ZYC2,OMIP-044: 28-color immunophenotyping of the human DC compartment,Florian Mair,Florian Mair,"new(""attachmentProxy"", description = ""Example gating as shown in the manuscript, including FMOs"", name = ""OMIP-044_for_online.pdf"", url = ""https://flowrepository.org/experiments/1410/attachments/2832/download"", size = 5300140, md5sum = ""2f4026caeb196dcc7b42b95bee8fd822"", localpath = NULL)",36,30
FR-FCM-ZYC4,FAST: Rapid Determinations of Antibiotic Susceptibility Phenotypes using Label-Free Cytometry,Robert Dickson,Stella Huang,NA,180,30
FR-FCM-ZYCR,JNK promotes anoikis through BH3-only proteins,Roger Davis,Nomeda Girnius,"new(""attachmentProxy"", description = NULL, name = ""FlowRepositoryAnnotation.xlsx"", url = ""https://flowrepository.org/experiments/1435/attachments/2667/download"", size = 22021, md5sum = ""9f785a873d859c44628a90fb234a4f0d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""FlowRepositoryAnnotation.csv"", url = ""https://flowrepository.org/experiments/1435/attachments/2668/download"", size = 46837, md5sum = ""3e8c77026524e58673d43f2a6664c3b5"", localpath = NULL)",454,30
FR-FCM-ZYDY,Flow cytometric analysis of thymic epithelial cells from thymi of adult mice,Charles St-Pierre,Charles St-Pierre,NA,8,8
FR-FCM-ZYD2,Flow cytometric analysis of thymic epithelial cells from fetal thymic organ cultures,Charles St-Pierre,Charles St-Pierre,NA,6,6
FR-FCM-ZYD5,Application of area scaling analysis to identify natural killer cell and monocyte involvement in the GranToxiLux antibody dependent cell-mediated cytotoxicity assay,Justin Pollara,Justin Pollara,NA,21,21
FR-FCM-ZYDA,APPL1 siRNA knockdown,Aylin Hanyaloglu,Aylin Hanyaloglu,NA,240,30
FR-FCM-ZYDB,LHR expression,Aylin Hanyaloglu,Aylin Hanyaloglu,NA,29,29
FR-FCM-ZYDC,21C Human T cell and Myeloid,karl staser,karl staser,"new(""attachmentProxy"", description = ""Antibody-fluorophore key"", name = ""fluorophore_guide.tif"", url = ""https://flowrepository.org/experiments/1452/attachments/2947/download"", size = 3740148, md5sum = ""5279c5be6ff2b558e9bb74ad4a9f4efa"", localpath = NULL)",1,1
FR-FCM-ZYDD,Flow cytometric discrimination of seven lineage markers by using two fluorochromes,Raffaello Cimbro,Raffaello Cimbro,"new(""attachmentProxy"", description = ""Panels of antibodies, concentrations clones and suppliers' information."", name = ""Supplemental_Material_and_Methods.docx"", url = ""https://flowrepository.org/experiments/1453/attachments/2750/download"", size = 23892, md5sum = ""3aa027729027bbadc4825a6ebd3ccb4d"", localpath = NULL)",46,30
FR-FCM-ZYDW,A Beginner's Guide To Analyzing and Visualizing Mass Cytometry Data,Eric Clambey,Abby Kimball,"new(""attachmentProxy"", description = NULL, name = ""Supplemental_Figure_2.pdf"", url = ""https://flowrepository.org/experiments/1458/attachments/2818/download"", size = 3481097, md5sum = ""ba05481d0734200817881f07e02dd2f0"", localpath = NULL)",9,9
FR-FCM-ZYDL,Time Course expression of PDGFRa and CD82,Masafumi  Takeda,Masafumi  Takeda,NA,10,10
FR-FCM-ZYDM,Differentiation potential of CD82- and CD82+ population,Masafumi  Takeda,Masafumi  Takeda,NA,17,17
FR-FCM-ZYDN,The effect of Dox on enhancing CD82-EGFP in undifferentiated cells,Masafumi  Takeda,Masafumi  Takeda,NA,2,2
FR-FCM-ZYDX,The effect of Dox on PDGFRa+ cells for enhancing cTNT efficiency,Masafumi  Takeda,Masafumi  Takeda,NA,3,3
FR-FCM-ZYDP,The potential of CD82- or CD82+ cells for differentiating into ECs,Masafumi  Takeda,Masafumi  Takeda,NA,4,4
FR-FCM-ZYDQ,Purification of CD82- and CD82+ at day5,Masafumi  Takeda,Masafumi  Takeda,NA,3,3
FR-FCM-ZYDR,Representative flow cytometric analysis of KDR and PDGFR? at day 5  and KDR and CD82 within PDGFR? gated population,Masafumi  Takeda,Masafumi  Takeda,NA,1,1
FR-FCM-ZYDS,"Representative flow cytometric analysis of CD82, cardiac cTnT and VCAM1 at day 11",Masafumi  Takeda,Masafumi  Takeda,NA,1,1
FR-FCM-ZYDT,Representative flow cytometric analysis of CD82 and SIRPA within the PDGFRa gated population from day 3 to day 11.,Masafumi  Takeda,Masafumi  Takeda,NA,7,7
FR-FCM-ZYDU,Representative flow cytometric analysis of CD13 and CD82 from day 2 to day 11,Masafumi  Takeda,Masafumi  Takeda,NA,8,8
FR-FCM-ZYDV,Time course expression of CD82 and PDGFRa in 836B3 cell line,Masafumi  Takeda,Masafumi  Takeda,NA,9,9
FR-FCM-ZYEY,Differentiation potential of CD82- and CD82+ cells in 836B3 cell line,Masafumi  Takeda,Masafumi  Takeda,NA,8,8
FR-FCM-ZYE2,Time course expression of CD82 and PDGFRa in 1201C1 cell line,Masafumi  Takeda,Masafumi  Takeda,NA,9,9
FR-FCM-ZYE3,The diffrentiation potential of CD82- and CD82+ cells,Masafumi  Takeda,Masafumi  Takeda,NA,8,8
FR-FCM-ZYEA,Differentiatio potential of KDR+PDGFRa+ cells,Masafumi  Takeda,Masafumi  Takeda,NA,7,7
FR-FCM-ZYEB,An optimized multiplex flow cytometry protocol for the analysis of intracellular signaling in peripheral blood mononuclear cells,Richard Davies,Richard Davies,"new(""attachmentProxy"", description = NULL, name = ""Method_in_full_text.docx"", url = ""https://flowrepository.org/experiments/1483/attachments/2790/download"", size = 22442, md5sum = ""50c8533d1aa76a5cb9ff0ae1fbc4fc65"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""fortessa_configuration,_panel_setup.doc"", url = ""https://flowrepository.org/experiments/1483/attachments/2809/download"", size = 63488, md5sum = ""9401878343d713f5e3e1fe98a0c238d2"", localpath = NULL)",78,30
FR-FCM-ZYEF,Aberrant cell signaling in peripheral blood mononuclear cells upon interferon alpha stimulation in patients with primary Sjögren?s syndrome associates with type I interferon signature,Richard Davies,Richard Davies,"new(""attachmentProxy"", description = ""Microsoft word file showing flow cytometer filter and flow cytometer panel setup"", name = ""fortessa_configuration,_panel_setup.doc"", url = ""https://flowrepository.org/experiments/1487/attachments/2808/download"", size = 62976, md5sum = ""7d303706a04bc74a8dd171da1fcf1680"", localpath = NULL)|new(""attachmentProxy"", description = ""Microsoft excel file showing patient and healthy donor information used in study"", name = ""Sample_data_IFNa_pSS.xlsx"", url = ""https://flowrepository.org/experiments/1487/attachments/2821/download"", size = 13140, md5sum = ""415d69f1bc30577511d42cd44c2050b3"", localpath = NULL)",298,30
FR-FCM-ZYEV,JNK in Breast Cancer,Roger Davis,Nomeda Girnius,NA,47,30
FR-FCM-ZYFB,OMIP-047: High-dimensional phenotypic characterization of B cells,Thomas Liechti,Thomas Liechti,NA,7,7
FR-FCM-ZYFM,Online-Growth-Curve-Ramlibacter,Ruben Props,Ruben Props,NA,303,30
FR-FCM-ZYFN,clindamycin DP-M-SHIME,Kim De Paepe,Kim De Paepe,NA,576,30
FR-FCM-ZYFV,Knapp Hammond et al Human CD34+ Cord Blood,David JHF Knapp,David JHF Knapp,"new(""attachmentProxy"", description = NULL, name = ""sample_details.csv"", url = ""https://flowrepository.org/experiments/1535/attachments/2822/download"", size = 805, md5sum = ""47fbd98a514e9bad8294a18ac0c8ce74"", localpath = NULL)",8,8
FR-FCM-ZYG3,"2018 NAR Figure 1D, Figure S3",Nela Nikolic,Nela Nikolic,NA,62,30
FR-FCM-ZYG4,"2018 NAR Figure 1E, Figure S7",Nela Nikolic,Nela Nikolic,NA,20,20
FR-FCM-ZYG5,2018 NAR Figure 3D,Nela Nikolic,Nela Nikolic,NA,7,7
FR-FCM-ZYGA,FCM data input modes - Reference experiment: MIX beads,Daniel Jimenez-Carretero,Daniel Jimenez-Carretero,"new(""attachmentProxy"", description = NULL, name = ""CONV_MIX_channels.xlsx"", url = ""https://flowrepository.org/experiments/1546/attachments/2910/download"", size = 12076, md5sum = ""55f1a93133b93402cba0bcdef25867df"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""SPC_MIX_channels.xlsx"", url = ""https://flowrepository.org/experiments/1546/attachments/2911/download"", size = 13002, md5sum = ""f14cee3b3e1b963c38f5383460798dff"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""MIX_annotations.xlsx"", url = ""https://flowrepository.org/experiments/1546/attachments/2912/download"", size = 8494, md5sum = ""39ae5d6cecc13454e4dbb69fd95d3498"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Nomenclature_and_Format.txt"", url = ""https://flowrepository.org/experiments/1546/attachments/2913/download"", size = 862, md5sum = ""15a3aa21efe14c8cd35eaded1c7f60cf"", localpath = NULL)",14,14
FR-FCM-ZYGF,Bouhaddou PlosCB 2018 TRAIL DR MCF10A,Mehdi Bouhaddou,Mehdi Bouhaddou,NA,8,8
FR-FCM-ZYGG,Bouhaddou PlosCB 2018 Cell Cycle MCF10A,Mehdi Bouhaddou,Mehdi Bouhaddou,NA,21,21
FR-FCM-ZYGW,Investigation of the membrane integrity of mycobacteria,CARINE  SAO,CARINE  SAO,"new(""attachmentProxy"", description = NULL, name = ""FLOW_CYTOMETRY_OF_MUTANTS.xlsx"", url = ""https://flowrepository.org/experiments/1554/attachments/2838/download"", size = 12306, md5sum = ""c438aa406fde6ee231011684c46f36d1"", localpath = NULL)",13,13
FR-FCM-ZYGJ,Landscape and dynamics of CD32a+ CD4+ T cells from early HIV infection to effective cART,Sixtine Coindre,Sixtine Coindre,NA,26,26
FR-FCM-ZYGV,Surface Water,Benjamin Buysschaert,Benjamin Buysschaert,NA,575,30
FR-FCM-ZYHZ,Application of phospho-CyTOF to characterize immune activation in patients with sickle cell disease in an ex vivo model of thrombosis,Adeeb Rahman,Adeeb Rahman,"new(""attachmentProxy"", description = NULL, name = ""Sample_annotations.csv"", url = ""https://flowrepository.org/experiments/1568/attachments/2859/download"", size = 76358, md5sum = ""ba38a1eda7313cd6c22ce76b800b7b97"", localpath = NULL)",540,30
FR-FCM-ZYHY,Ultrafiltration Rack 2,Benjamin Buysschaert,Benjamin Buysschaert,NA,600,30
FR-FCM-ZYH2,Ultrafiltration Rack 3,Benjamin Buysschaert,Benjamin Buysschaert,NA,700,30
FR-FCM-ZYHB,Reverse osmosis,Benjamin Buysschaert,Benjamin Buysschaert,NA,407,30
FR-FCM-ZYHL,FCM data input modes - Murine skin-draining lymph-node CD45 - mDCs,Daniel Jimenez-Carretero,Daniel Jimenez-Carretero,"new(""attachmentProxy"", description = NULL, name = ""CONV_DC_CD45_channels.xlsx"", url = ""https://flowrepository.org/experiments/1589/attachments/2914/download"", size = 11138, md5sum = ""c6b28b82d315484dbd97500996df0966"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""SPC_DC_CD45_channels.xlsx"", url = ""https://flowrepository.org/experiments/1589/attachments/2915/download"", size = 11856, md5sum = ""41fabe32e216c659050e2c3da11ec97d"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""DC_CD45_annotations.xlsx"", url = ""https://flowrepository.org/experiments/1589/attachments/2916/download"", size = 8355, md5sum = ""404c64d4542066c6c1d046b3e4c0c32b"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""Nomenclature_and_Format.txt"", url = ""https://flowrepository.org/experiments/1589/attachments/2917/download"", size = 862, md5sum = ""15a3aa21efe14c8cd35eaded1c7f60cf"", localpath = NULL)",20,20
FR-FCM-ZYHX,Bouhaddou PlosCB 2018 Inhibitors U87,Mehdi Bouhaddou,Mehdi Bouhaddou,NA,12,12
FR-FCM-ZYHP,Bouhaddou PlosCB 2018 Inhibitors MCF10A,Mehdi Bouhaddou,Mehdi Bouhaddou,NA,72,30
FR-FCM-ZYHQ,Bouhaddou PlosCB 2018 DNA Damage MCF10A,Mehdi Bouhaddou,Mehdi Bouhaddou,NA,45,30
FR-FCM-ZYHR,CRISPR guide activity,Pavitra Roychoudhury,Pavitra Roychoudhury,NA,92,30
FR-FCM-ZYWY,One-SENSE,Evan Newell,Yang Cheng,NA,9,9
FR-FCM-ZYW2,Napolitani et al Nat. Immunol. 2018 Mass Cytometry data,Evan Newell,Evan Newell,NA,48,30
FR-FCM-ZYW4,Formamide and multiparametric flow cytiometry,Maurizio Carbonari,Maurizio Carbonari,NA,8,8
FR-FCM-ZYW7,BRAF and MEK inhibitor therapy eliminates nestin expressing melanoma cells in human tumors Experiment 1 (Melanoma Panel 3.0 Patients All Cells),Jonathan Irish,Deon Doxie,"new(""attachmentProxy"", description = NULL, name = ""2018-04_Patient_Supplementary_Table_S1.docx"", url = ""https://flowrepository.org/experiments/1607/attachments/2951/download"", size = 27590, md5sum = ""d0f95ee0d3446e152ab2b992be0c5d17"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""2018-04_Mass_Cytometry_Staining_Details.docx"", url = ""https://flowrepository.org/experiments/1607/attachments/2952/download"", size = 28813, md5sum = ""2133b128a4820a41f5f679a492ddd0c1"", localpath = NULL)",14,14
FR-FCM-ZYW8,BRAF and MEK inhibitor therapy eliminates nestin expressing melanoma cells in human tumors Experiment 2 ( Melanoma Panel 3.0 Patients Melanoma Cells),Jonathan Irish,Deon Doxie,"new(""attachmentProxy"", description = NULL, name = ""2018-04_Patient_Supplementary_Table_S1.docx"", url = ""https://flowrepository.org/experiments/1608/attachments/2953/download"", size = 27590, md5sum = ""d0f95ee0d3446e152ab2b992be0c5d17"", localpath = NULL)|new(""attachmentProxy"", description = NULL, name = ""2018-04_Mass_Cytometry_Staining_Details.docx"", url = ""https://flowrepository.org/experiments/1608/attachments/2954/download"", size = 28813, md5sum = ""2133b128a4820a41f5f679a492ddd0c1"", localpath = NULL)",14,14
FR-FCM-ZYW9,BRAF and MEK inhibitor therapy eliminates nestin expressing melanoma cells in human tumors Experiment 3 (Cell Lines),Jonathan Irish,Deon Doxie,NA,4,4
FR-FCM-ZYWA,BRAF and MEK inhibitor therapy eliminates nestin expressing melanoma cells in human tumors Experiment 4 (Additional 1263  Patients All Cells),Jonathan Irish,Deon Doxie,"new(""attachmentProxy"", description = NULL, name = ""2018-04_Patient_Supplementary_Table_S1.docx"", url = ""https://flowrepository.org/experiments/1610/attachments/2957/download"", size = 27590, md5sum = ""d0f95ee0d3446e152ab2b992be0c5d17"", localpath = NULL)",8,8
FR-FCM-ZYWC,BRAF and MEK inhibitor therapy eliminates nestin expressing melanoma cells in human tumors Experiment 5 (Additional Therapy Naive Patients All Cells),Jonathan Irish,Deon Doxie,"new(""attachmentProxy"", description = NULL, name = ""2018-04_Patient_Supplementary_Table_S1.docx"", url = ""https://flowrepository.org/experiments/1612/attachments/2958/download"", size = 27590, md5sum = ""d0f95ee0d3446e152ab2b992be0c5d17"", localpath = NULL)",3,3
FR-FCM-ZYWM,"Data from Simoni et al, Nature 2018",yannick SIMONI,yannick SIMONI,NA,144,30
FR-FCM-ZYWX,MicrobialCommunityAssembly,Zishu Liu,Zishu Liu,NA,328,30
FR-FCM-ZYWP,Effects of Mosquito Saliva on Human PBMCs,Megan Vogt,Megan Vogt,NA,80,30
FR-FCM-ZYWQ,Effects of Mosquito Saliva on Immune System of Humanized Mice,Megan Vogt,Megan Vogt,NA,916,30
FR-FCM-ZYWR,Preliminary experiments - effects of mosquito saliva on humanized mice,Megan Vogt,Megan Vogt,NA,690,30
FR-FCM-ZYWS,"Figure 1C, S2A",Trevor Sorrells,Trevor Sorrells,NA,15,15
FR-FCM-ZYWT,Figure 3E Rps23,Trevor Sorrells,Trevor Sorrells,NA,56,30
FR-FCM-ZYWU,Figure 3E Rps17,Trevor Sorrells,Trevor Sorrells,NA,64,30
FR-FCM-ZYWV,Figure 3F,Trevor Sorrells,Trevor Sorrells,NA,15,15
FR-FCM-ZYJZ,Figure 3H,Trevor Sorrells,Trevor Sorrells,NA,14,14
FR-FCM-ZYJY,Figure 6A,Trevor Sorrells,Trevor Sorrells,NA,92,30
FR-FCM-ZYJ2,Figure S2B,Trevor Sorrells,Trevor Sorrells,NA,117,30
FR-FCM-ZYJL,Mass Cytometry Data from Workshop at Guy's King's College London,Jonathan Irish,Jonathan Irish,NA,4,4
FR-FCM-ZYJN,Fitness of 48 TDH3 promoter alleles in YPD,Patricia Wittkopp,Fabien Duveau,NA,1152,30
FR-FCM-ZYJX,Effects of 20 TDH3 promoter alleles at HO and native TDH3 loci,Patricia Wittkopp,Fabien Duveau,NA,384,30
